"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"2833",4267,7,44100,44,40,19900,"PLASTIC",3,1731.60723139,3
"2834",4268,1,NA,NA,NA,NA,NA,NA,NA,NA
"2835",4269,4,53100,47,43,20300,"PLASTIC",2,NA,NA
"2836",4270,4,NA,35,40,9000,"DIGITAL",NA,15.98985837,1
"2837",4271,1,NA,NA,NA,NA,NA,NA,NA,NA
"2838",4273,8,NA,37,32,1300,"DIGITAL",NA,4435.65585785,5
"2839",4275,3,NA,NA,NA,NA,NA,NA,NA,NA
"2840",4276,8,44620,30,44,24200,"PLASTIC",0,3272.458508314,4
"2841",4277,3,NA,NA,NA,NA,NA,NA,NA,NA
"2842",4278,3,NA,NA,NA,NA,NA,NA,NA,NA
"2843",4279,4,53100,30,42,21100,"PLASTIC",1,NA,NA
"2844",4280,1,NA,NA,NA,NA,NA,NA,NA,NA
"2845",4281,8,NA,39,43,47500,"DIGITAL",NA,3369.35488639,5
"2846",4282,3,NA,NA,NA,NA,NA,NA,NA,NA
"2847",4283,3,NA,NA,NA,NA,NA,NA,NA,NA
"2848",4284,1,NA,NA,NA,NA,NA,NA,NA,NA
"2849",4286,1,NA,NA,NA,NA,NA,NA,NA,NA
"2850",4288,3,NA,NA,NA,NA,NA,NA,NA,NA
"2851",4289,4,53100,37,30,22900,"PLASTIC",1,NA,NA
"2852",4290,5,NA,36,35,1500,"DIGITAL",NA,2403.327912902,2
"2853",4291,1,NA,NA,NA,NA,NA,NA,NA,NA
"2854",4292,3,NA,NA,NA,NA,NA,NA,NA,NA
"2855",4293,4,44100,47,39,27200,"PLASTIC",3,NA,NA
"2856",4294,1,NA,NA,NA,NA,NA,NA,NA,NA
"2857",4296,8,11560,43,35,4300,"PLASTIC",2,23531.77551762,4
"2858",4297,3,NA,42,41,33100,"DIGITAL",NA,NA,NA
"2859",4298,3,NA,NA,NA,NA,NA,NA,NA,NA
"2860",4299,3,NA,NA,NA,NA,NA,NA,NA,NA
"2861",4300,3,NA,NA,NA,NA,NA,NA,NA,NA
"2862",4301,1,NA,NA,NA,NA,NA,NA,NA,NA
"2863",4302,6,53100,45,42,800,"PLASTIC",2,198.06787029,2
"2864",4303,1,NA,NA,NA,NA,NA,NA,NA,NA
"2865",4305,1,NA,NA,NA,NA,NA,NA,NA,NA
"2866",4306,3,NA,NA,NA,NA,NA,NA,NA,NA
"2867",4307,3,NA,NA,NA,NA,NA,NA,NA,NA
"2868",4308,3,NA,NA,NA,NA,NA,NA,NA,NA
"2869",4310,3,NA,NA,NA,NA,NA,NA,NA,NA
"2870",4311,1,NA,NA,NA,NA,NA,NA,NA,NA
"2871",4312,7,NA,39,48,13200,"DIGITAL",NA,8373.65203518,4
"2872",4313,7,11560,32,35,5800,"PLASTIC",2,1536.87919301,3
"2873",4314,4,53100,38,37,24800,"PLASTIC",5,NA,NA
"2874",4318,6,44100,39,46,600,"PLASTIC",1,1069.0336077,2
"2875",4319,5,44100,43,38,8600,"PLASTIC",3,123.242753,1
"2876",4322,4,53100,49,32,20200,"PLASTIC",4,NA,NA
"2877",4323,3,NA,NA,NA,NA,NA,NA,NA,NA
"2878",4324,6,53100,45,47,38200,"PLASTIC",3,699.185765313,2
"2879",4325,1,NA,NA,NA,NA,NA,NA,NA,NA
"2880",4326,1,NA,NA,NA,NA,NA,NA,NA,NA
"2881",4327,7,NA,44,34,3900,"DIGITAL",NA,374.58223782,4
"2882",4328,1,NA,NA,NA,NA,NA,NA,NA,NA
"2883",4329,3,NA,NA,NA,NA,NA,NA,NA,NA
"2884",4331,1,NA,NA,NA,NA,NA,NA,NA,NA
"2885",4334,3,NA,NA,NA,NA,NA,NA,NA,NA
"2886",4335,4,NA,36,46,2700,"DIGITAL",NA,351.9367747,1
"2887",4336,1,NA,NA,NA,NA,NA,NA,NA,NA
"2888",4337,1,NA,NA,NA,NA,NA,NA,NA,NA
"2889",4338,3,NA,NA,NA,NA,NA,NA,NA,NA
"2890",4340,6,44100,37,33,3800,"PLASTIC",4,62.800060069,2
"2891",4341,1,NA,NA,NA,NA,NA,NA,NA,NA
"2892",4342,3,NA,NA,NA,NA,NA,NA,NA,NA
"2893",4343,1,NA,NA,NA,NA,NA,NA,NA,NA
"2894",4344,3,NA,NA,NA,NA,NA,NA,NA,NA
"2895",4345,8,44100,43,48,24400,"PLASTIC",2,7537.4926874,4
"2896",4350,1,NA,NA,NA,NA,NA,NA,NA,NA
"2897",4351,7,NA,33,40,9600,"DIGITAL",NA,12412.9381379,4
"2898",4352,5,11560,40,35,6900,"PLASTIC",4,146.3582227,1
"2899",4353,1,NA,NA,NA,NA,NA,NA,NA,NA
"2900",4355,7,53100,34,35,29200,"PLASTIC",2,5015.1564064,3
"2901",4356,1,NA,NA,NA,NA,NA,NA,NA,NA
"2902",4357,1,NA,NA,NA,NA,NA,NA,NA,NA
"2903",4359,8,44100,34,43,2000,"PLASTIC",2,1224.69422117,4
"2904",4360,6,NA,35,30,8900,"DIGITAL",NA,311.61012907,3
"2905",4362,3,NA,NA,NA,NA,NA,NA,NA,NA
"2906",4363,3,NA,NA,NA,NA,NA,NA,NA,NA
"2907",4368,3,NA,31,33,23800,"DIGITAL",NA,NA,NA
"2908",4369,7,11560,48,46,12800,"PLASTIC",2,400.05949721,3
"2909",4373,7,53100,43,40,600,"PLASTIC",3,2779.18238633,3
"2910",4374,4,11560,46,37,8300,"PLASTIC",1,NA,NA
"2911",4375,7,44620,48,34,5200,"PLASTIC",1,665.58218109,3
"2912",4376,1,NA,NA,NA,NA,NA,NA,NA,NA
"2913",4377,8,44100,47,37,20800,"PLASTIC",2,1382.30767433,4
"2914",4378,3,NA,NA,NA,NA,NA,NA,NA,NA
"2915",4379,1,NA,NA,NA,NA,NA,NA,NA,NA
"2916",4380,1,NA,NA,NA,NA,NA,NA,NA,NA
"2917",4382,1,NA,NA,NA,NA,NA,NA,NA,NA
"2918",4383,7,NA,45,30,2500,"DIGITAL",NA,1757.21419346,4
"2919",4385,1,NA,NA,NA,NA,NA,NA,NA,NA
"2920",4387,6,NA,45,42,10200,"DIGITAL",NA,988.89735999,3
"2921",4388,3,NA,NA,NA,NA,NA,NA,NA,NA
"2922",4389,5,53100,45,38,54500,"PLASTIC",2,19801.69885,1
"2923",4392,3,NA,NA,NA,NA,NA,NA,NA,NA
"2924",4394,1,NA,NA,NA,NA,NA,NA,NA,NA
"2925",4396,8,53100,38,45,2500,"PLASTIC",2,1744.58389121,4
"2926",4397,3,NA,NA,NA,NA,NA,NA,NA,NA
"2927",4398,3,NA,NA,NA,NA,NA,NA,NA,NA
"2928",4399,3,NA,NA,NA,NA,NA,NA,NA,NA
"2929",4401,1,NA,NA,NA,NA,NA,NA,NA,NA
"2930",4402,7,53100,35,49,2900,"PLASTIC",1,770.75749095,3
"2931",4406,1,NA,NA,NA,NA,NA,NA,NA,NA
"2932",4407,9,44100,44,38,4100,"PLASTIC",3,1069.86900774,5
"2933",4408,1,NA,NA,NA,NA,NA,NA,NA,NA
"2934",4410,3,NA,NA,NA,NA,NA,NA,NA,NA
"2935",4411,6,44100,37,38,1300,"PLASTIC",0,243.621698316,2
"2936",4413,3,NA,NA,NA,NA,NA,NA,NA,NA
"2937",4415,5,NA,36,34,2300,"DIGITAL",NA,3747.9875656,2
"2938",4418,9,44100,41,30,37700,"PLASTIC",2,14566.55530206,5
"2939",4420,5,11560,37,35,1500,"PLASTIC",1,171.1648047,1
"2940",4424,1,NA,NA,NA,NA,NA,NA,NA,NA
"2941",4425,6,NA,34,32,26400,"DIGITAL",NA,3846.3790251,3
"2942",4426,1,NA,NA,NA,NA,NA,NA,NA,NA
"2943",4428,3,NA,38,43,49900,"DIGITAL",NA,NA,NA
"2944",4429,8,44100,47,46,3200,"PLASTIC",0,2498.98955681,4
"2945",4430,7,53100,46,35,5800,"PLASTIC",2,713.18620975,3
"2946",4431,1,NA,NA,NA,NA,NA,NA,NA,NA
"2947",4432,4,NA,41,47,44400,"DIGITAL",NA,28.07647854,1
"2948",4434,1,NA,NA,NA,NA,NA,NA,NA,NA
"2949",4436,1,NA,NA,NA,NA,NA,NA,NA,NA
"2950",4437,9,44100,42,45,7600,"PLASTIC",1,35304.18780222,5
"2951",4438,1,NA,NA,NA,NA,NA,NA,NA,NA
"2952",4439,5,44620,46,45,15900,"PLASTIC",2,76.98026696,1
"2953",4440,7,53100,36,41,1800,"PLASTIC",3,212.14193392,3
"2954",4441,1,NA,NA,NA,NA,NA,NA,NA,NA
"2955",4442,3,NA,NA,NA,NA,NA,NA,NA,NA
"2956",4444,8,53100,46,49,2400,"PLASTIC",4,2864.66388076,4
"2957",4445,3,NA,NA,NA,NA,NA,NA,NA,NA
"2958",4446,3,NA,NA,NA,NA,NA,NA,NA,NA
"2959",4449,6,44620,35,46,7800,"PLASTIC",1,3923.8364942,2
"2960",4450,8,44620,44,37,22200,"PLASTIC",4,3386.28134306,4
"2961",4451,1,NA,NA,NA,NA,NA,NA,NA,NA
"2962",4452,1,NA,NA,NA,NA,NA,NA,NA,NA
"2963",4454,1,NA,NA,NA,NA,NA,NA,NA,NA
"2964",4455,1,NA,NA,NA,NA,NA,NA,NA,NA
"2965",4458,7,NA,44,48,15300,"DIGITAL",NA,6959.9847183,4
"2966",4460,8,NA,41,43,8500,"DIGITAL",NA,2388.36123649,5
"2967",4461,5,44100,49,30,10500,"PLASTIC",3,300.6054333,1
"2968",4462,7,53100,48,43,58300,"PLASTIC",1,1457.0113524,3
"2969",4463,1,NA,NA,NA,NA,NA,NA,NA,NA
"2970",4464,1,NA,NA,NA,NA,NA,NA,NA,NA
"2971",4467,5,NA,43,44,84600,"DIGITAL",NA,26171.07865,2
"2972",4471,3,NA,NA,NA,NA,NA,NA,NA,NA
"2973",4472,3,NA,NA,NA,NA,NA,NA,NA,NA
"2974",4473,8,53100,38,48,10700,"PLASTIC",2,12027.96174866,4
"2975",4474,6,64000,30,31,2800,"PLASTIC",3,18574.354745,2
"2976",4475,1,NA,NA,NA,NA,NA,NA,NA,NA
"2977",4476,4,44100,30,49,5700,"PLASTIC",2,NA,NA
"2978",4477,8,44100,42,40,56600,"PLASTIC",2,625.82661172,4
"2979",4479,1,NA,NA,NA,NA,NA,NA,NA,NA
"2980",4480,6,53100,46,40,34000,"PLASTIC",1,1033.8650375,2
"2981",4481,3,NA,NA,NA,NA,NA,NA,NA,NA
"2982",4483,3,NA,NA,NA,NA,NA,NA,NA,NA
"2983",4484,1,NA,NA,NA,NA,NA,NA,NA,NA
"2984",4485,6,53100,35,32,8500,"PLASTIC",3,110.55828571,2
"2985",4486,3,NA,NA,NA,NA,NA,NA,NA,NA
"2986",4487,6,53100,36,34,4000,"PLASTIC",3,161.79826981,2
"2987",4488,1,NA,NA,NA,NA,NA,NA,NA,NA
"2988",4489,4,44100,43,43,5100,"PLASTIC",2,NA,NA
"2989",4490,5,NA,43,49,11900,"DIGITAL",NA,990.6955513,2
"2990",4491,3,NA,NA,NA,NA,NA,NA,NA,NA
"2991",4492,3,NA,NA,NA,NA,NA,NA,NA,NA
"2992",4493,8,44100,44,46,20600,"PLASTIC",1,556.63854832,4
"2993",4494,1,NA,NA,NA,NA,NA,NA,NA,NA
"2994",4496,8,44620,32,40,2800,"PLASTIC",2,2953.047609,4
"2995",4498,3,NA,NA,NA,NA,NA,NA,NA,NA
"2996",4500,1,NA,NA,NA,NA,NA,NA,NA,NA
"2997",4502,1,NA,NA,NA,NA,NA,NA,NA,NA
"2998",4503,1,NA,NA,NA,NA,NA,NA,NA,NA
"2999",4504,1,NA,NA,NA,NA,NA,NA,NA,NA
"3000",4505,1,NA,NA,NA,NA,NA,NA,NA,NA
"3001",4508,3,NA,NA,NA,NA,NA,NA,NA,NA
"3002",4509,3,NA,NA,NA,NA,NA,NA,NA,NA
"3003",4510,7,64000,48,32,1400,"PLASTIC",3,558.6080869,3
"3004",4511,1,NA,NA,NA,NA,NA,NA,NA,NA
"3005",4512,3,NA,NA,NA,NA,NA,NA,NA,NA
"3006",4513,8,44100,32,42,17300,"PLASTIC",1,855.039073734,4
"3007",4516,7,NA,40,33,25200,"DIGITAL",NA,3532.93073055,4
"3008",4519,9,64000,41,47,9100,"PLASTIC",3,2120.6087182,5
"3009",4522,8,NA,42,49,4700,"DIGITAL",NA,5251.83319801,5
"3010",4523,4,11560,46,31,15400,"PLASTIC",3,NA,NA
"3011",4524,1,NA,NA,NA,NA,NA,NA,NA,NA
"3012",4525,4,44100,39,39,13500,"PLASTIC",2,NA,NA
"3013",4526,3,NA,NA,NA,NA,NA,NA,NA,NA
"3014",4527,1,NA,NA,NA,NA,NA,NA,NA,NA
"3015",4528,3,NA,NA,NA,NA,NA,NA,NA,NA
"3016",4529,6,53100,47,45,27500,"PLASTIC",3,192.01563692,2
"3017",4530,3,NA,NA,NA,NA,NA,NA,NA,NA
"3018",4536,8,11560,49,47,4500,"PLASTIC",2,114000.8499407,4
"3019",4537,3,NA,NA,NA,NA,NA,NA,NA,NA
"3020",4539,9,53100,48,41,9000,"PLASTIC",2,2151.45702129,5
"3021",4541,5,NA,43,45,1800,"DIGITAL",NA,605.6771457,2
"3022",4544,7,64000,39,32,2600,"PLASTIC",2,413467.7223557,3
"3023",4547,1,NA,NA,NA,NA,NA,NA,NA,NA
"3024",4548,1,NA,NA,NA,NA,NA,NA,NA,NA
"3025",4550,1,NA,NA,NA,NA,NA,NA,NA,NA
"3026",4551,3,NA,NA,NA,NA,NA,NA,NA,NA
"3027",4552,4,44620,36,32,19500,"PLASTIC",2,NA,NA
"3028",4553,1,NA,NA,NA,NA,NA,NA,NA,NA
"3029",4554,4,53100,32,39,5200,"PLASTIC",2,NA,NA
"3030",4555,8,44620,33,30,14500,"PLASTIC",2,46408.86749426,4
"3031",4556,8,NA,45,37,4500,"DIGITAL",NA,4183.9943961,5
"3032",4557,4,NA,44,40,15600,"DIGITAL",NA,194.9486525,1
"3033",4558,1,NA,NA,NA,NA,NA,NA,NA,NA
"3034",4560,3,NA,NA,NA,NA,NA,NA,NA,NA
"3035",4561,3,NA,NA,NA,NA,NA,NA,NA,NA
"3036",4562,6,44100,39,49,23400,"PLASTIC",1,365.72923136,2
"3037",4563,9,44100,39,32,3800,"PLASTIC",2,1076.617753,5
"3038",4564,1,NA,NA,NA,NA,NA,NA,NA,NA
"3039",4566,1,NA,NA,NA,NA,NA,NA,NA,NA
"3040",4569,3,NA,NA,NA,NA,NA,NA,NA,NA
"3041",4571,3,NA,NA,NA,NA,NA,NA,NA,NA
"3042",4573,1,NA,NA,NA,NA,NA,NA,NA,NA
"3043",4574,3,NA,NA,NA,NA,NA,NA,NA,NA
"3044",4575,6,NA,49,44,400,"DIGITAL",NA,1905.78376191,3
"3045",4576,4,44620,38,35,5700,"PLASTIC",3,NA,NA
"3046",4577,6,44620,35,32,2200,"PLASTIC",2,6860.0741305,2
"3047",4578,4,NA,47,39,26100,"DIGITAL",NA,15381.65176,1
"3048",4579,9,11560,40,34,11300,"PLASTIC",1,14536.49847927,5
"3049",4582,1,NA,NA,NA,NA,NA,NA,NA,NA
"3050",4584,3,NA,43,47,28500,"DIGITAL",NA,NA,NA
"3051",4588,1,NA,NA,NA,NA,NA,NA,NA,NA
"3052",4589,3,NA,NA,NA,NA,NA,NA,NA,NA
"3053",4591,4,44100,38,34,23200,"PLASTIC",1,NA,NA
"3054",4592,1,NA,NA,NA,NA,NA,NA,NA,NA
"3055",4593,9,11560,47,36,30500,"PLASTIC",3,2554.42933028,5
"3056",4594,4,53100,40,37,3100,"PLASTIC",1,NA,NA
"3057",4595,7,NA,42,46,3100,"DIGITAL",NA,2874.290763773,4
"3058",4596,4,NA,30,33,27100,"DIGITAL",NA,2355.013555,1
"3059",4597,1,NA,NA,NA,NA,NA,NA,NA,NA
"3060",4598,3,NA,NA,NA,NA,NA,NA,NA,NA
"3061",4599,1,NA,NA,NA,NA,NA,NA,NA,NA
"3062",4600,6,44100,33,49,9700,"PLASTIC",1,664.4125864,2
"3063",4601,1,NA,NA,NA,NA,NA,NA,NA,NA
"3064",4602,6,11560,38,43,4200,"PLASTIC",2,3286.3647683,2
"3065",4603,7,NA,38,42,81200,"DIGITAL",NA,12559.34880894,4
"3066",4605,3,NA,NA,NA,NA,NA,NA,NA,NA
"3067",4606,1,NA,NA,NA,NA,NA,NA,NA,NA
"3068",4607,7,NA,38,32,8700,"DIGITAL",NA,7949.68340632,4
"3069",4609,3,NA,NA,NA,NA,NA,NA,NA,NA
"3070",4610,5,NA,47,45,400,"DIGITAL",NA,428.12817435,2
"3071",4612,7,44100,42,41,4600,"PLASTIC",1,36141.3757052,3
"3072",4614,7,53100,34,48,15100,"PLASTIC",3,954.25264591,3
"3073",4615,1,NA,NA,NA,NA,NA,NA,NA,NA
"3074",4616,5,NA,34,35,10000,"DIGITAL",NA,844.55747612,2
"3075",4617,3,NA,NA,NA,NA,NA,NA,NA,NA
"3076",4619,4,11560,44,48,35900,"PLASTIC",1,NA,NA
"3077",4621,5,44100,49,34,2000,"PLASTIC",2,868.398512,1
"3078",4622,1,NA,NA,NA,NA,NA,NA,NA,NA
"3079",4623,1,NA,NA,NA,NA,NA,NA,NA,NA
"3080",4624,1,NA,NA,NA,NA,NA,NA,NA,NA
"3081",4625,3,NA,NA,NA,NA,NA,NA,NA,NA
"3082",4626,4,11560,47,30,3900,"PLASTIC",2,NA,NA
"3083",4627,7,53100,34,40,11500,"PLASTIC",1,1712.5447944,3
"3084",4629,1,NA,NA,NA,NA,NA,NA,NA,NA
"3085",4633,9,53100,46,38,1800,"PLASTIC",1,70011.15290533,5
"3086",4634,8,53100,33,36,600,"PLASTIC",3,9017.429926,4
"3087",4636,5,NA,31,46,3600,"DIGITAL",NA,312.2534206,2
"3088",4638,5,NA,37,49,11100,"DIGITAL",NA,678.4786353,2
"3089",4641,1,NA,NA,NA,NA,NA,NA,NA,NA
"3090",4642,1,NA,NA,NA,NA,NA,NA,NA,NA
"3091",4643,8,11560,39,46,6100,"PLASTIC",0,784.21885461,4
"3092",4646,1,NA,NA,NA,NA,NA,NA,NA,NA
"3093",4648,1,NA,NA,NA,NA,NA,NA,NA,NA
"3094",4649,5,NA,34,44,43600,"DIGITAL",NA,483.9265388,2
"3095",4650,1,NA,NA,NA,NA,NA,NA,NA,NA
"3096",4651,1,NA,NA,NA,NA,NA,NA,NA,NA
"3097",4652,3,NA,NA,NA,NA,NA,NA,NA,NA
"3098",4653,9,44100,46,43,35700,"PLASTIC",3,24708.3224576,5
"3099",4654,1,NA,NA,NA,NA,NA,NA,NA,NA
"3100",4655,3,NA,NA,NA,NA,NA,NA,NA,NA
"3101",4656,9,44620,31,30,5600,"PLASTIC",3,10029.882993175,5
"3102",4657,5,NA,44,40,7600,"DIGITAL",NA,961.2700677,2
"3103",4658,1,NA,NA,NA,NA,NA,NA,NA,NA
"3104",4661,1,NA,NA,NA,NA,NA,NA,NA,NA
"3105",4662,4,64000,41,38,31600,"PLASTIC",0,NA,NA
"3106",4663,3,NA,NA,NA,NA,NA,NA,NA,NA
"3107",4664,9,64000,32,35,9700,"PLASTIC",0,2527.32478884,5
"3108",4665,4,44100,36,43,8100,"PLASTIC",4,NA,NA
"3109",4667,3,NA,NA,NA,NA,NA,NA,NA,NA
"3110",4668,1,NA,NA,NA,NA,NA,NA,NA,NA
"3111",4671,3,NA,NA,NA,NA,NA,NA,NA,NA
"3112",4672,1,NA,NA,NA,NA,NA,NA,NA,NA
"3113",4673,1,NA,NA,NA,NA,NA,NA,NA,NA
"3114",4674,5,44100,44,48,21100,"PLASTIC",2,1833.081922,1
"3115",4676,1,NA,NA,NA,NA,NA,NA,NA,NA
"3116",4677,3,NA,NA,NA,NA,NA,NA,NA,NA
"3117",4679,3,NA,NA,NA,NA,NA,NA,NA,NA
"3118",4680,6,NA,32,46,500,"DIGITAL",NA,547.5522562,3
"3119",4682,3,NA,NA,NA,NA,NA,NA,NA,NA
"3120",4683,5,11560,32,42,13100,"PLASTIC",1,6789.575668,1
"3121",4687,3,NA,41,45,2900,"DIGITAL",NA,NA,NA
"3122",4688,5,53100,47,32,21900,"PLASTIC",2,265.4539887,1
"3123",4689,3,NA,NA,NA,NA,NA,NA,NA,NA
"3124",4691,1,NA,NA,NA,NA,NA,NA,NA,NA
"3125",4693,9,11560,45,38,15800,"PLASTIC",3,975.85462959,5
"3126",4694,3,NA,NA,NA,NA,NA,NA,NA,NA
"3127",4695,1,NA,NA,NA,NA,NA,NA,NA,NA
"3128",4696,1,NA,NA,NA,NA,NA,NA,NA,NA
"3129",4700,3,NA,NA,NA,NA,NA,NA,NA,NA
"3130",4702,6,NA,44,31,14100,"DIGITAL",NA,1947.12854679,3
"3131",4703,7,NA,32,33,35300,"DIGITAL",NA,1883.64092242,4
"3132",4704,8,53100,33,40,11000,"PLASTIC",2,5611.93790812,4
"3133",4705,1,NA,NA,NA,NA,NA,NA,NA,NA
"3134",4706,3,NA,NA,NA,NA,NA,NA,NA,NA
"3135",4707,1,NA,NA,NA,NA,NA,NA,NA,NA
"3136",4708,6,64000,33,49,3400,"PLASTIC",3,9626.89966444,2
"3137",4709,9,44100,42,48,2600,"PLASTIC",2,9962.66268756,5
"3138",4712,5,11560,46,30,13500,"PLASTIC",1,628.8447975,1
"3139",4713,4,NA,40,42,16800,"DIGITAL",NA,4738.711642,1
"3140",4715,3,NA,NA,NA,NA,NA,NA,NA,NA
"3141",4716,8,NA,38,34,8400,"DIGITAL",NA,3592.83550772,5
"3142",4717,3,NA,38,44,27900,"DIGITAL",NA,NA,NA
"3143",4718,1,NA,NA,NA,NA,NA,NA,NA,NA
"3144",4719,3,NA,NA,NA,NA,NA,NA,NA,NA
"3145",4720,3,NA,37,41,15200,"DIGITAL",NA,NA,NA
"3146",4722,6,NA,39,49,17200,"DIGITAL",NA,59967.6308763,3
"3147",4725,9,44100,44,37,1700,"PLASTIC",1,1923.689659784,5
"3148",4726,7,11560,34,36,4200,"PLASTIC",1,1483.029916099,3
"3149",4727,5,64000,32,46,9100,"PLASTIC",1,831.9091565,1
"3150",4729,6,53100,43,37,11000,"PLASTIC",1,34859.3332227,2
"3151",4731,8,53100,44,49,5500,"PLASTIC",2,5723.21193965,4
"3152",4732,3,NA,NA,NA,NA,NA,NA,NA,NA
"3153",4733,6,11560,49,31,12100,"PLASTIC",1,18.842589085,2
"3154",4734,1,NA,NA,NA,NA,NA,NA,NA,NA
"3155",4736,9,53100,43,41,21100,"PLASTIC",3,5138.27811888,5
"3156",4737,6,53100,40,32,18500,"PLASTIC",1,1069.6300408,2
"3157",4738,8,NA,34,49,4400,"DIGITAL",NA,1948.66249883,5
"3158",4740,1,NA,NA,NA,NA,NA,NA,NA,NA
"3159",4741,1,NA,NA,NA,NA,NA,NA,NA,NA
"3160",4744,6,NA,43,38,100,"DIGITAL",NA,5987.7796577,3
"3161",4745,4,NA,48,38,22400,"DIGITAL",NA,645.3929628,1
"3162",4746,4,NA,45,40,500,"DIGITAL",NA,4665.789584,1
"3163",4747,7,44100,34,47,2400,"PLASTIC",2,37353.064743305,3
"3164",4748,4,11560,39,48,700,"PLASTIC",0,NA,NA
"3165",4749,1,NA,NA,NA,NA,NA,NA,NA,NA
"3166",4750,1,NA,NA,NA,NA,NA,NA,NA,NA
"3167",4751,7,53100,34,43,10800,"PLASTIC",4,8877.42438411,3
"3168",4752,3,NA,NA,NA,NA,NA,NA,NA,NA
"3169",4753,5,NA,36,30,13000,"DIGITAL",NA,1302.133262,2
"3170",4755,1,NA,NA,NA,NA,NA,NA,NA,NA
"3171",4756,1,NA,NA,NA,NA,NA,NA,NA,NA
"3172",4757,1,NA,NA,NA,NA,NA,NA,NA,NA
"3173",4758,9,64000,37,49,19500,"PLASTIC",2,3329.14383911,5
"3174",4760,3,NA,NA,NA,NA,NA,NA,NA,NA
"3175",4761,3,NA,NA,NA,NA,NA,NA,NA,NA
"3176",4763,3,NA,NA,NA,NA,NA,NA,NA,NA
"3177",4764,1,NA,NA,NA,NA,NA,NA,NA,NA
"3178",4766,3,NA,NA,NA,NA,NA,NA,NA,NA
"3179",4767,5,44100,30,34,18800,"PLASTIC",2,1428.165679,1
"3180",4769,3,NA,NA,NA,NA,NA,NA,NA,NA
"3181",4770,6,NA,36,46,33500,"DIGITAL",NA,1614.4808868,3
"3182",4772,6,11560,40,45,39700,"PLASTIC",1,178.83934614,2
"3183",4773,1,NA,NA,NA,NA,NA,NA,NA,NA
"3184",4774,5,NA,41,34,1500,"DIGITAL",NA,1074.2556978,2
"3185",4775,3,NA,NA,NA,NA,NA,NA,NA,NA
"3186",4778,7,44100,46,45,58200,"PLASTIC",2,314.1107646,3
"3187",4779,9,53100,39,34,39000,"PLASTIC",1,9123.44241814,5
"3188",4780,1,NA,NA,NA,NA,NA,NA,NA,NA
"3189",4781,3,NA,NA,NA,NA,NA,NA,NA,NA
"3190",4783,1,NA,NA,NA,NA,NA,NA,NA,NA
"3191",4785,3,NA,NA,NA,NA,NA,NA,NA,NA
"3192",4786,7,NA,37,38,17800,"DIGITAL",NA,3929.69328798,4
"3193",4787,5,53100,41,36,35000,"PLASTIC",2,36.88664038,1
"3194",4788,3,NA,NA,NA,NA,NA,NA,NA,NA
"3195",4789,1,NA,NA,NA,NA,NA,NA,NA,NA
"3196",4790,9,44100,49,37,2200,"PLASTIC",2,1420.6143481,5
"3197",4792,8,NA,40,36,2900,"DIGITAL",NA,20560.4594541,5
"3198",4793,3,NA,NA,NA,NA,NA,NA,NA,NA
"3199",4795,3,NA,NA,NA,NA,NA,NA,NA,NA
"3200",4796,3,NA,NA,NA,NA,NA,NA,NA,NA
"3201",4797,1,NA,NA,NA,NA,NA,NA,NA,NA
"3202",4798,1,NA,NA,NA,NA,NA,NA,NA,NA
"3203",4799,3,NA,NA,NA,NA,NA,NA,NA,NA
"3204",4801,6,44100,42,39,17300,"PLASTIC",2,420.0110468,2
"3205",4802,3,NA,NA,NA,NA,NA,NA,NA,NA
"3206",4804,7,NA,33,33,13000,"DIGITAL",NA,3390.75225867,4
"3207",4806,7,44100,45,39,900,"PLASTIC",1,9318.77277849,3
"3208",4808,3,NA,NA,NA,NA,NA,NA,NA,NA
"3209",4809,7,44620,34,36,16900,"PLASTIC",4,802.85348537,3
"3210",4810,6,NA,43,45,1900,"DIGITAL",NA,1710.3841411,3
"3211",4811,4,44620,45,38,5900,"PLASTIC",2,NA,NA
"3212",4812,6,NA,48,32,35800,"DIGITAL",NA,805.48566355,3
"3213",4813,3,NA,NA,NA,NA,NA,NA,NA,NA
"3214",4814,3,NA,NA,NA,NA,NA,NA,NA,NA
"3215",4815,1,NA,NA,NA,NA,NA,NA,NA,NA
"3216",4817,1,NA,NA,NA,NA,NA,NA,NA,NA
"3217",4819,8,44100,44,45,17900,"PLASTIC",4,4679.32022625,4
"3218",4820,1,NA,NA,NA,NA,NA,NA,NA,NA
"3219",4821,3,NA,NA,NA,NA,NA,NA,NA,NA
"3220",4823,1,NA,NA,NA,NA,NA,NA,NA,NA
"3221",4824,3,NA,NA,NA,NA,NA,NA,NA,NA
"3222",4827,1,NA,NA,NA,NA,NA,NA,NA,NA
"3223",4828,7,NA,43,45,5500,"DIGITAL",NA,1213.8167519,4
"3224",4830,6,NA,38,46,23700,"DIGITAL",NA,16712.5911735,3
"3225",4831,6,NA,47,41,5600,"DIGITAL",NA,1523.817945978,3
"3226",4832,3,NA,NA,NA,NA,NA,NA,NA,NA
"3227",4834,3,NA,NA,NA,NA,NA,NA,NA,NA
"3228",4835,1,NA,NA,NA,NA,NA,NA,NA,NA
"3229",4836,4,44100,32,31,27800,"PLASTIC",4,NA,NA
